Date,Hour,Is_Daytime,Radiation W/sqm,AirTemperature F,RelativeAirHumidity %,SystemProduction Wh,Cloud Coverage Minutes,Radiation_Sign,Radiation_Sign_Change,Season
2017-01-01,0,0,-7.4,32,97,0,60,-1.0,True,Winter
2017-01-01,1,0,-7.4,31,98,0,60,-1.0,False,Winter
2017-01-01,2,0,-6.7,29,99,0,60,-1.0,False,Winter
2017-01-01,3,0,-7.2,29,99,0,60,-1.0,False,Winter
2017-01-01,4,0,-6.3,38,67,0,60,-1.0,False,Winter
2017-01-01,5,0,-6.8,34,74,0,60,-1.0,False,Winter
2017-01-01,6,0,-7.0,32,79,0,60,-1.0,False,Winter
2017-01-01,7,1,-7.0,30,81,0,60,-1.0,False,Winter
2017-01-01,8,1,-6.6,30,77,0,60,-1.0,False,Winter
2017-01-01,9,1,-6.5,28,81,0,60,-1.0,False,Winter
2017-01-01,10,1,-0.8,28,80,0,60,-1.0,False,Winter
2017-01-01,11,1,49.7,31,74,215,14,1.0,True,Winter
2017-01-01,12,1,138.7,35,72,831,0,1.0,False,Winter
2017-01-01,13,1,121.6,36,66,349,1,1.0,False,Winter
2017-01-01,14,1,77.0,41,49,272,5,1.0,False,Winter
2017-01-01,15,1,33.1,40,48,130,34,1.0,False,Winter
2017-01-01,16,1,-1.1,38,49,0,44,-1.0,True,Winter
2017-01-01,17,0,-7.0,37,50,0,60,-1.0,False,Winter
2017-01-01,18,0,-6.3,37,48,0,60,-1.0,False,Winter
2017-01-01,19,0,-6.2,37,48,0,60,-1.0,False,Winter
2017-01-01,20,0,-6.0,36,47,0,60,-1.0,False,Winter
2017-01-01,21,0,-6.6,34,48,0,60,-1.0,False,Winter
2017-01-01,22,0,-6.4,34,47,0,60,-1.0,False,Winter
2017-01-01,23,0,-6.6,32,48,0,60,-1.0,False,Winter
2017-01-02,0,0,-7.6,28,61,0,60,-1.0,False,Winter
2017-01-02,1,0,-7.3,26,65,0,60,-1.0,False,Winter
2017-01-02,2,0,-6.9,26,66,0,60,-1.0,False,Winter
2017-01-02,3,0,-6.8,25,66,0,60,-1.0,False,Winter
2017-01-02,4,0,-7.4,25,62,0,60,-1.0,False,Winter
2017-01-02,5,0,-7.0,25,65,0,60,-1.0,False,Winter
2017-01-02,6,0,-6.1,28,58,0,60,-1.0,False,Winter
2017-01-02,7,1,-6.1,26,64,0,60,-1.0,False,Winter
2017-01-02,8,1,-6.5,26,67,0,60,-1.0,False,Winter
2017-01-02,9,1,-5.8,26,67,0,60,-1.0,False,Winter
2017-01-02,10,1,6.4,26,68,0,53,1.0,True,Winter
2017-01-02,11,1,40.1,27,67,248,51,1.0,False,Winter
2017-01-02,12,1,71.3,30,59,1087,0,1.0,False,Winter
2017-01-02,13,1,97.5,33,52,723,0,1.0,False,Winter
2017-01-02,14,1,80.0,32,51,131,0,1.0,False,Winter
2017-01-02,15,1,37.0,31,50,51,0,1.0,False,Winter
2017-01-02,16,1,0.7,30,51,0,43,1.0,False,Winter
2017-01-02,17,0,-6.1,29,54,0,60,-1.0,True,Winter
2017-01-02,18,0,-6.9,25,66,0,60,-1.0,False,Winter
2017-01-02,19,0,-6.8,24,69,0,60,-1.0,False,Winter
2017-01-02,20,0,-7.0,24,70,0,60,-1.0,False,Winter
2017-01-02,21,0,-6.9,22,74,0,60,-1.0,False,Winter
2017-01-02,22,0,-6.6,22,76,0,60,-1.0,False,Winter
2017-01-02,23,0,-6.1,23,76,0,60,-1.0,False,Winter
2017-01-03,0,0,-6.0,24,76,0,60,-1.0,False,Winter
2017-01-03,1,0,-6.0,25,79,0,60,-1.0,False,Winter
2017-01-03,2,0,-5.6,25,80,0,60,-1.0,False,Winter
2017-01-03,3,0,-5.8,25,81,0,60,-1.0,False,Winter
2017-01-03,4,0,-6.2,25,80,0,60,-1.0,False,Winter
2017-01-03,5,0,-6.9,24,81,0,60,-1.0,False,Winter
2017-01-03,6,0,-6.1,23,84,0,60,-1.0,False,Winter
2017-01-03,7,1,-6.1,24,82,0,60,-1.0,False,Winter
2017-01-03,8,1,-6.4,25,80,0,60,-1.0,False,Winter
2017-01-03,9,1,-5.5,26,81,0,60,-1.0,False,Winter
2017-01-03,10,1,-1.3,26,82,0,60,-1.0,False,Winter
2017-01-03,11,1,10.2,27,80,0,60,1.0,True,Winter
2017-01-03,12,1,39.3,28,78,592,60,1.0,False,Winter
2017-01-03,13,1,59.8,29,79,638,22,1.0,False,Winter
2017-01-03,14,1,85.5,30,79,253,0,1.0,False,Winter
2017-01-03,15,1,29.5,30,78,33,40,1.0,False,Winter
2017-01-03,16,1,-0.6,28,84,0,56,-1.0,True,Winter
2017-01-03,17,0,-6.4,27,84,0,60,-1.0,False,Winter
2017-01-03,18,0,-7.2,26,88,0,60,-1.0,False,Winter
2017-01-03,19,0,-6.2,35,74,0,60,-1.0,False,Winter
2017-01-03,20,0,-7.1,28,73,0,60,-1.0,False,Winter
2017-01-03,21,0,-7.5,27,71,0,60,-1.0,False,Winter
2017-01-03,22,0,-6.7,28,70,0,60,-1.0,False,Winter
2017-01-03,23,0,-6.3,28,69,0,60,-1.0,False,Winter
2017-01-04,0,0,-5.5,30,63,0,60,-1.0,False,Winter
2017-01-04,1,0,-6.4,28,64,0,60,-1.0,False,Winter
2017-01-04,2,0,-6.7,30,62,0,60,-1.0,False,Winter
2017-01-04,3,0,-6.4,30,65,0,60,-1.0,False,Winter
2017-01-04,4,0,-6.0,30,65,0,60,-1.0,False,Winter
2017-01-04,5,0,-6.2,30,62,0,60,-1.0,False,Winter
2017-01-04,6,0,-6.3,28,65,0,60,-1.0,False,Winter
2017-01-04,7,1,-6.0,29,66,0,60,-1.0,False,Winter
2017-01-04,8,1,-5.8,30,64,0,60,-1.0,False,Winter
2017-01-04,9,1,-5.1,30,54,0,60,-1.0,False,Winter
2017-01-04,10,1,0.7,29,42,0,60,1.0,True,Winter
2017-01-04,11,1,37.6,28,44,0,31,1.0,False,Winter
2017-01-04,12,1,75.5,28,45,128,18,1.0,False,Winter
2017-01-04,13,1,33.7,27,47,101,59,1.0,False,Winter
2017-01-04,14,1,21.8,26,60,18,60,1.0,False,Winter
2017-01-04,15,1,15.7,25,64,0,60,1.0,False,Winter
2017-01-04,16,1,-0.5,24,60,0,60,-1.0,True,Winter
2017-01-04,17,0,-5.3,24,62,0,60,-1.0,False,Winter
2017-01-04,18,0,-5.6,23,68,0,60,-1.0,False,Winter
2017-01-04,19,0,-5.5,22,81,0,60,-1.0,False,Winter
2017-01-04,20,0,-5.1,22,76,0,60,-1.0,False,Winter
2017-01-04,21,0,-5.0,21,73,0,60,-1.0,False,Winter
2017-01-04,22,0,-4.8,20,72,0,60,-1.0,False,Winter
2017-01-04,23,0,-5.9,19,72,0,60,-1.0,False,Winter
2017-01-05,0,0,-5.9,18,71,0,60,-1.0,False,Winter
2017-01-05,1,0,-6.2,17,71,0,60,-1.0,False,Winter
2017-01-05,2,0,-6.7,15,73,0,60,-1.0,False,Winter
2017-01-05,3,0,-6.6,14,76,0,60,-1.0,False,Winter
2017-01-05,4,0,-6.9,14,74,0,60,-1.0,False,Winter
2017-01-05,5,0,-6.5,14,71,0,60,-1.0,False,Winter
2017-01-05,6,0,-6.2,12,75,0,60,-1.0,False,Winter
2017-01-05,7,1,-5.9,11,80,0,60,-1.0,False,Winter
2017-01-05,8,1,-6.2,10,80,0,60,-1.0,False,Winter
2017-01-05,9,1,-6.7,10,79,0,60,-1.0,False,Winter
2017-01-05,10,1,8.6,11,76,0,34,1.0,True,Winter
2017-01-05,11,1,56.1,13,72,0,0,1.0,False,Winter
2017-01-05,12,1,96.8,14,71,353,0,1.0,False,Winter
2017-01-05,13,1,106.7,18,66,236,0,1.0,False,Winter
2017-01-05,14,1,65.9,16,70,0,21,1.0,False,Winter
2017-01-05,15,1,22.3,16,76,0,27,1.0,False,Winter
2017-01-05,16,1,0.6,16,74,0,57,1.0,False,Winter
2017-01-05,17,0,-6.1,13,81,0,60,-1.0,True,Winter
2017-01-05,18,0,-6.6,12,83,0,60,-1.0,False,Winter
2017-01-05,19,0,-6.7,13,82,0,60,-1.0,False,Winter
2017-01-05,20,0,-6.4,12,83,0,60,-1.0,False,Winter
2017-01-05,21,0,-6.4,12,83,0,60,-1.0,False,Winter
2017-01-05,22,0,-5.8,12,83,0,60,-1.0,False,Winter
2017-01-05,23,0,-5.6,12,81,0,60,-1.0,False,Winter
2017-01-06,0,0,-6.5,12,83,0,60,-1.0,False,Winter
2017-01-06,1,0,-6.0,11,85,0,60,-1.0,False,Winter
2017-01-06,2,0,-5.7,11,85,0,60,-1.0,False,Winter
2017-01-06,3,0,-5.8,11,85,0,60,-1.0,False,Winter
2017-01-06,4,0,-5.8,10,85,0,60,-1.0,False,Winter
2017-01-06,5,0,-5.8,10,85,0,60,-1.0,False,Winter
2017-01-06,6,0,-5.9,9,84,0,60,-1.0,False,Winter
2017-01-06,7,1,-5.5,12,84,0,60,-1.0,False,Winter
2017-01-06,8,1,-5.5,12,90,0,60,-1.0,False,Winter
2017-01-06,9,1,-5.2,14,89,0,60,-1.0,False,Winter
2017-01-06,10,1,5.0,15,86,0,60,1.0,True,Winter
2017-01-06,11,1,16.1,20,86,0,60,1.0,False,Winter
2017-01-06,12,1,16.2,23,86,0,60,1.0,False,Winter
2017-01-06,13,1,21.0,23,89,0,60,1.0,False,Winter
2017-01-06,14,1,15.1,24,93,0,60,1.0,False,Winter
2017-01-06,15,1,1.9,28,94,0,60,1.0,False,Winter
2017-01-06,16,1,-1.9,28,93,0,60,-1.0,True,Winter
2017-01-06,17,0,-4.5,29,94,0,60,-1.0,False,Winter
2017-01-06,18,0,-4.5,30,95,0,60,-1.0,False,Winter
2017-01-06,19,0,-5.0,31,97,0,60,-1.0,False,Winter
2017-01-06,20,0,-5.0,32,98,0,60,-1.0,False,Winter
2017-01-06,21,0,-4.4,34,96,0,60,-1.0,False,Winter
2017-01-06,22,0,-4.7,35,93,0,60,-1.0,False,Winter
2017-01-06,23,0,-4.5,36,90,0,60,-1.0,False,Winter
2017-01-07,0,0,-4.4,36,89,0,60,-1.0,False,Winter
2017-01-07,1,0,-4.6,37,90,0,60,-1.0,False,Winter
2017-01-07,2,0,-4.8,37,90,0,60,-1.0,False,Winter
2017-01-07,3,0,-5.1,37,93,0,60,-1.0,False,Winter
2017-01-07,4,0,-5.9,35,94,0,60,-1.0,False,Winter
2017-01-07,5,0,-7.1,34,96,0,60,-1.0,False,Winter
2017-01-07,6,0,-6.6,33,97,0,60,-1.0,False,Winter
2017-01-07,7,1,-6.2,33,97,0,60,-1.0,False,Winter
2017-01-07,8,1,-6.4,32,97,0,60,-1.0,False,Winter
2017-01-07,9,1,-6.3,30,96,0,60,-1.0,False,Winter
2017-01-07,10,1,2.9,32,92,0,60,1.0,True,Winter
2017-01-07,11,1,33.4,33,83,218,60,1.0,False,Winter
2017-01-07,12,1,60.0,33,85,830,60,1.0,False,Winter
2017-01-07,13,1,97.1,34,82,1095,0,1.0,False,Winter
2017-01-07,14,1,86.6,34,82,471,0,1.0,False,Winter
2017-01-07,15,1,40.6,33,84,179,30,1.0,False,Winter
2017-01-07,16,1,-0.5,30,90,0,60,-1.0,True,Winter
2017-01-07,17,0,-6.9,28,88,0,60,-1.0,False,Winter
2017-01-07,18,0,-7.1,27,92,0,60,-1.0,False,Winter
2017-01-07,19,0,-6.7,26,91,0,60,-1.0,False,Winter
2017-01-07,20,0,-7.2,26,92,0,60,-1.0,False,Winter
2017-01-07,21,0,-6.7,26,91,0,60,-1.0,False,Winter
2017-01-07,22,0,-4.6,23,92,0,60,-1.0,False,Winter
2017-01-07,23,0,-6.4,24,92,0,60,-1.0,False,Winter
2017-01-08,0,0,-6.2,24,90,0,60,-1.0,False,Winter
2017-01-08,1,0,-7.1,22,92,0,60,-1.0,False,Winter
2017-01-08,2,0,-7.1,21,92,0,60,-1.0,False,Winter
2017-01-08,3,0,-6.3,19,94,0,60,-1.0,False,Winter
2017-01-08,4,0,-5.7,21,92,0,60,-1.0,False,Winter
2017-01-08,5,0,-5.0,23,95,0,60,-1.0,False,Winter
2017-01-08,6,0,-4.6,23,96,0,60,-1.0,False,Winter
2017-01-08,7,1,-5.1,25,98,0,60,-1.0,False,Winter
2017-01-08,8,1,-4.6,25,97,0,60,-1.0,False,Winter
2017-01-08,9,1,-4.8,25,98,0,60,-1.0,False,Winter
2017-01-08,10,1,-1.7,26,97,0,60,-1.0,False,Winter
2017-01-08,11,1,7.7,26,98,141,60,1.0,True,Winter
2017-01-08,12,1,22.7,27,98,699,60,1.0,False,Winter
2017-01-08,13,1,52.1,28,98,1384,60,1.0,False,Winter
2017-01-08,14,1,53.4,28,96,432,60,1.0,False,Winter
2017-01-08,15,1,19.2,28,96,106,60,1.0,False,Winter
2017-01-08,16,1,-1.8,28,96,0,60,-1.0,True,Winter
2017-01-08,17,0,-6.4,28,94,0,60,-1.0,False,Winter
2017-01-08,18,0,-6.9,27,94,0,60,-1.0,False,Winter
2017-01-08,19,0,-6.4,27,96,0,60,-1.0,False,Winter
2017-01-08,20,0,-6.4,27,96,0,60,-1.0,False,Winter
2017-01-08,21,0,-6.0,27,97,0,60,-1.0,False,Winter
2017-01-08,22,0,-6.0,27,97,0,60,-1.0,False,Winter
2017-01-08,23,0,-5.4,28,98,0,60,-1.0,False,Winter
2017-01-09,0,0,-5.8,27,97,0,60,-1.0,False,Winter
2017-01-09,1,0,-6.3,27,97,0,60,-1.0,False,Winter
2017-01-09,2,0,-6.4,27,95,0,60,-1.0,False,Winter
2017-01-09,3,0,-5.8,28,94,0,60,-1.0,False,Winter
2017-01-09,4,0,-5.8,27,94,0,60,-1.0,False,Winter
2017-01-09,5,0,-6.7,27,96,0,60,-1.0,False,Winter
2017-01-09,6,0,-6.2,27,96,0,60,-1.0,False,Winter
2017-01-09,7,1,-5.3,28,95,0,60,-1.0,False,Winter
2017-01-09,8,1,-5.8,29,96,0,60,-1.0,False,Winter
2017-01-09,9,1,-5.1,31,98,0,60,-1.0,False,Winter
2017-01-09,10,1,-0.6,31,98,0,60,-1.0,False,Winter
2017-01-09,11,1,8.7,31,99,79,60,1.0,True,Winter
2017-01-09,12,1,16.1,32,99,163,60,1.0,False,Winter
2017-01-09,13,1,20.9,32,99,207,60,1.0,False,Winter
2017-01-09,14,1,15.7,33,99,112,60,1.0,False,Winter
2017-01-09,15,1,3.2,34,99,31,60,1.0,False,Winter
2017-01-09,16,1,-3.3,34,99,0,60,-1.0,True,Winter
2017-01-09,17,0,-5.0,35,99,0,60,-1.0,False,Winter
2017-01-09,18,0,-5.4,36,99,0,60,-1.0,False,Winter
2017-01-09,19,0,-5.8,36,99,0,60,-1.0,False,Winter
2017-01-09,20,0,-6.2,38,99,0,60,-1.0,False,Winter
2017-01-09,21,0,-5.3,40,100,0,60,-1.0,False,Winter
2017-01-09,22,0,-4.5,39,99,0,60,-1.0,False,Winter
2017-01-09,23,0,-4.7,39,98,0,60,-1.0,False,Winter
2017-01-10,0,0,-4.9,39,97,0,60,-1.0,False,Winter
2017-01-10,1,0,-5.0,38,97,0,60,-1.0,False,Winter
2017-01-10,2,0,-4.7,38,96,0,60,-1.0,False,Winter
2017-01-10,3,0,-4.9,37,95,0,60,-1.0,False,Winter
2017-01-10,4,0,-4.7,37,96,0,60,-1.0,False,Winter
2017-01-10,5,0,-4.8,36,96,0,60,-1.0,False,Winter
2017-01-10,6,0,-4.8,35,96,0,60,-1.0,False,Winter
2017-01-10,7,1,-4.6,35,96,0,60,-1.0,False,Winter
2017-01-10,8,1,-4.8,35,96,0,60,-1.0,False,Winter
2017-01-10,9,1,-4.8,35,96,0,60,-1.0,False,Winter
2017-01-10,10,1,-1.9,34,95,0,60,-1.0,False,Winter
2017-01-10,11,1,23.0,35,94,660,60,1.0,True,Winter
2017-01-10,12,1,16.1,34,94,397,60,1.0,False,Winter
2017-01-10,13,1,14.0,34,95,296,60,1.0,False,Winter
2017-01-10,14,1,6.1,34,95,162,60,1.0,False,Winter
2017-01-10,15,1,-1.1,34,95,11,60,-1.0,True,Winter
2017-01-10,16,1,-3.5,34,96,0,60,-1.0,False,Winter
2017-01-10,17,0,-3.7,35,96,0,60,-1.0,False,Winter
2017-01-10,18,0,-3.9,37,97,0,60,-1.0,False,Winter
2017-01-10,19,0,-4.8,37,97,0,60,-1.0,False,Winter
2017-01-10,20,0,-5.2,38,94,0,60,-1.0,False,Winter
2017-01-10,21,0,-5.1,38,94,0,60,-1.0,False,Winter
2017-01-10,22,0,-4.7,38,94,0,60,-1.0,False,Winter
2017-01-10,23,0,-4.4,38,96,0,60,-1.0,False,Winter
2017-01-11,0,0,-4.1,40,96,0,60,-1.0,False,Winter
2017-01-11,1,0,-4.6,40,96,0,60,-1.0,False,Winter
2017-01-11,2,0,-4.6,41,89,0,60,-1.0,False,Winter
2017-01-11,3,0,-4.7,41,88,0,60,-1.0,False,Winter
2017-01-11,4,0,-4.8,41,91,0,60,-1.0,False,Winter
2017-01-11,5,0,-4.4,41,89,0,60,-1.0,False,Winter
2017-01-11,6,0,-4.3,41,89,0,60,-1.0,False,Winter
2017-01-11,7,1,-4.5,40,92,0,60,-1.0,False,Winter
2017-01-11,8,1,-3.7,39,92,0,60,-1.0,False,Winter
2017-01-11,9,1,-3.7,38,91,0,60,-1.0,False,Winter
2017-01-11,10,1,-2.3,36,93,0,60,-1.0,False,Winter
2017-01-11,11,1,3.6,34,93,0,60,1.0,True,Winter
2017-01-11,12,1,17.5,34,92,0,60,1.0,False,Winter
2017-01-11,13,1,10.1,34,93,65,60,1.0,False,Winter
2017-01-11,14,1,8.7,36,94,178,60,1.0,False,Winter
2017-01-11,15,1,1.4,36,92,0,60,1.0,False,Winter
2017-01-11,16,1,-3.0,35,92,0,60,-1.0,True,Winter
2017-01-11,17,0,-5.3,35,94,0,60,-1.0,False,Winter
2017-01-11,18,0,-6.0,35,88,0,60,-1.0,False,Winter
2017-01-11,19,0,-6.5,34,94,0,60,-1.0,False,Winter
2017-01-11,20,0,-6.0,35,87,0,60,-1.0,False,Winter
2017-01-11,21,0,-6.7,33,95,0,60,-1.0,False,Winter
2017-01-11,22,0,-6.1,33,96,0,60,-1.0,False,Winter
2017-01-11,23,0,-5.6,36,74,0,60,-1.0,False,Winter
2017-01-12,0,0,-5.8,35,74,0,60,-1.0,False,Winter
2017-01-12,1,0,-6.1,35,72,0,60,-1.0,False,Winter
2017-01-12,2,0,-6.6,34,71,0,60,-1.0,False,Winter
2017-01-12,3,0,-6.6,33,77,0,60,-1.0,False,Winter
2017-01-12,4,0,-6.6,32,73,0,60,-1.0,False,Winter
2017-01-12,5,0,-6.4,32,77,0,60,-1.0,False,Winter
2017-01-12,6,0,-6.2,32,80,0,60,-1.0,False,Winter
2017-01-12,7,1,-6.4,32,82,0,60,-1.0,False,Winter
2017-01-12,8,1,-6.7,32,85,0,60,-1.0,False,Winter
2017-01-12,9,1,-6.0,32,84,0,60,-1.0,False,Winter
2017-01-12,10,1,3.9,31,89,0,60,1.0,True,Winter
2017-01-12,11,1,29.4,32,82,113,60,1.0,False,Winter
2017-01-12,12,1,51.5,33,80,368,60,1.0,False,Winter
2017-01-12,13,1,58.0,34,79,429,60,1.0,False,Winter
2017-01-12,14,1,93.8,36,76,414,35,1.0,False,Winter
2017-01-12,15,1,13.0,35,78,38,60,1.0,False,Winter
2017-01-12,16,1,1.7,35,75,0,38,1.0,False,Winter
2017-01-12,17,0,-6.2,33,78,0,60,-1.0,True,Winter
2017-01-12,18,0,-6.4,33,78,0,60,-1.0,False,Winter
2017-01-12,19,0,-7.2,33,77,0,60,-1.0,False,Winter
2017-01-12,20,0,-6.0,33,76,0,60,-1.0,False,Winter
2017-01-12,21,0,-5.7,33,75,0,60,-1.0,False,Winter
2017-01-12,22,0,-5.8,34,72,0,60,-1.0,False,Winter
2017-01-12,23,0,-5.7,34,68,0,60,-1.0,False,Winter
2017-01-13,0,0,-5.6,34,69,0,60,-1.0,False,Winter
2017-01-13,1,0,-6.3,32,75,0,60,-1.0,False,Winter
2017-01-13,2,0,-7.3,29,81,0,60,-1.0,False,Winter
2017-01-13,3,0,-7.5,29,80,0,60,-1.0,False,Winter
2017-01-13,4,0,-7.0,28,79,0,60,-1.0,False,Winter
2017-01-13,5,0,-7.8,27,86,0,60,-1.0,False,Winter
2017-01-13,6,0,-7.7,26,87,0,60,-1.0,False,Winter
2017-01-13,7,1,-7.3,25,89,0,60,-1.0,False,Winter
2017-01-13,8,1,-7.6,24,89,0,60,-1.0,False,Winter
2017-01-13,9,1,-6.2,23,90,0,60,-1.0,False,Winter
2017-01-13,10,1,11.7,24,89,0,29,1.0,True,Winter
2017-01-13,11,1,64.1,27,83,194,0,1.0,False,Winter
2017-01-13,12,1,111.5,30,78,1342,0,1.0,False,Winter
2017-01-13,13,1,124.0,30,79,1044,0,1.0,False,Winter
2017-01-13,14,1,103.6,30,76,192,0,1.0,False,Winter
2017-01-13,15,1,56.2,30,78,111,0,1.0,False,Winter
2017-01-13,16,1,6.7,27,85,0,27,1.0,False,Winter
2017-01-13,17,0,-6.7,26,87,0,60,-1.0,True,Winter
2017-01-13,18,0,-7.0,25,88,0,60,-1.0,False,Winter
2017-01-13,19,0,-7.3,24,87,0,60,-1.0,False,Winter
2017-01-13,20,0,-7.1,24,86,0,60,-1.0,False,Winter
2017-01-13,21,0,-7.3,22,89,0,60,-1.0,False,Winter
2017-01-13,22,0,-6.5,22,89,0,60,-1.0,False,Winter
2017-01-13,23,0,-6.4,22,92,0,60,-1.0,False,Winter
2017-01-14,0,0,-6.9,21,91,0,60,-1.0,False,Winter
2017-01-14,1,0,-6.9,21,91,0,60,-1.0,False,Winter
2017-01-14,2,0,-7.0,20,93,0,60,-1.0,False,Winter
2017-01-14,3,0,-6.9,20,91,0,60,-1.0,False,Winter
2017-01-14,4,0,-7.1,20,93,0,60,-1.0,False,Winter
2017-01-14,5,0,-6.7,21,91,0,60,-1.0,False,Winter
2017-01-14,6,0,-6.3,21,92,0,60,-1.0,False,Winter
2017-01-14,7,1,-5.6,24,90,0,60,-1.0,False,Winter
2017-01-14,8,1,-5.7,25,88,0,60,-1.0,False,Winter
2017-01-14,9,1,-5.4,26,88,0,60,-1.0,False,Winter
2017-01-14,10,1,14.8,28,85,128,60,1.0,True,Winter
2017-01-14,11,1,37.3,30,80,537,60,1.0,False,Winter
2017-01-14,12,1,60.0,32,66,917,60,1.0,False,Winter
2017-01-14,13,1,43.6,32,64,511,60,1.0,False,Winter
2017-01-14,14,1,37.8,31,66,258,60,1.0,False,Winter
2017-01-14,15,1,36.4,30,68,79,60,1.0,False,Winter
2017-01-14,16,1,6.2,30,66,10,60,1.0,False,Winter
2017-01-14,17,0,-5.4,30,58,0,60,-1.0,True,Winter
2017-01-14,18,0,-6.2,28,62,0,60,-1.0,False,Winter
2017-01-14,19,0,-6.2,28,57,0,60,-1.0,False,Winter
2017-01-14,20,0,-7.1,26,62,0,60,-1.0,False,Winter
2017-01-14,21,0,-7.2,26,60,0,60,-1.0,False,Winter
2017-01-14,22,0,-7.3,25,60,0,60,-1.0,False,Winter
2017-01-14,23,0,-7.0,25,57,0,60,-1.0,False,Winter
2017-01-15,0,0,-7.0,25,62,0,60,-1.0,False,Winter
2017-01-15,1,0,-6.9,23,64,0,60,-1.0,False,Winter
2017-01-15,2,0,-7.2,22,70,0,60,-1.0,False,Winter
2017-01-15,3,0,-7.0,20,73,0,60,-1.0,False,Winter
2017-01-15,4,0,-6.8,22,71,0,60,-1.0,False,Winter
2017-01-15,5,0,-6.9,22,70,0,60,-1.0,False,Winter
2017-01-15,6,0,-7.0,23,68,0,60,-1.0,False,Winter
2017-01-15,7,1,-7.2,22,68,0,60,-1.0,False,Winter
2017-01-15,8,1,-6.9,21,70,0,60,-1.0,False,Winter
2017-01-15,9,1,-5.8,20,71,0,60,-1.0,False,Winter
2017-01-15,10,1,16.3,21,70,0,22,1.0,True,Winter
2017-01-15,11,1,71.4,24,67,0,0,1.0,False,Winter
2017-01-15,12,1,114.2,28,56,1212,0,1.0,False,Winter
2017-01-15,13,1,131.0,30,53,1094,0,1.0,False,Winter
2017-01-15,14,1,112.4,29,56,166,0,1.0,False,Winter
2017-01-15,15,1,66.0,29,48,115,0,1.0,False,Winter
2017-01-15,16,1,13.1,28,51,1,19,1.0,False,Winter
2017-01-15,17,0,-6.6,25,60,0,60,-1.0,True,Winter
2017-01-15,18,0,-7.1,23,65,0,60,-1.0,False,Winter
2017-01-15,19,0,-7.1,21,71,0,60,-1.0,False,Winter
2017-01-15,20,0,-7.3,20,73,0,60,-1.0,False,Winter
2017-01-15,21,0,-7.2,21,74,0,60,-1.0,False,Winter
2017-01-15,22,0,-7.0,18,81,0,60,-1.0,False,Winter
2017-01-15,23,0,-6.9,18,81,0,60,-1.0,False,Winter
2017-01-16,0,0,-6.6,18,81,0,60,-1.0,False,Winter
2017-01-16,1,0,-6.6,16,83,0,60,-1.0,False,Winter
2017-01-16,2,0,-6.6,16,81,0,60,-1.0,False,Winter
2017-01-16,3,0,-6.5,17,81,0,60,-1.0,False,Winter
2017-01-16,4,0,-6.2,17,80,0,60,-1.0,False,Winter
2017-01-16,5,0,-6.0,19,81,0,60,-1.0,False,Winter
2017-01-16,6,0,-6.8,18,84,0,60,-1.0,False,Winter
2017-01-16,7,1,-6.5,18,83,0,60,-1.0,False,Winter
2017-01-16,8,1,-6.9,19,80,0,60,-1.0,False,Winter
2017-01-16,9,1,-5.4,20,81,0,60,-1.0,False,Winter
2017-01-16,10,1,12.1,21,76,0,41,1.0,True,Winter
2017-01-16,11,1,70.1,26,66,0,13,1.0,False,Winter
2017-01-16,12,1,118.9,27,63,1218,0,1.0,False,Winter
2017-01-16,13,1,135.1,30,57,1198,0,1.0,False,Winter
2017-01-16,14,1,115.6,30,67,182,0,1.0,False,Winter
2017-01-16,15,1,67.6,28,68,122,0,1.0,False,Winter
2017-01-16,16,1,12.8,27,69,6,18,1.0,False,Winter
2017-01-16,17,0,-6.9,25,78,0,60,-1.0,True,Winter
2017-01-16,18,0,-6.8,22,84,0,60,-1.0,False,Winter
2017-01-16,19,0,-7.2,21,84,0,60,-1.0,False,Winter
2017-01-16,20,0,-7.3,19,86,0,60,-1.0,False,Winter
2017-01-16,21,0,-6.3,20,86,0,60,-1.0,False,Winter
2017-01-16,22,0,-6.7,20,87,0,60,-1.0,False,Winter
2017-01-16,23,0,-6.3,20,87,0,60,-1.0,False,Winter
2017-01-17,0,0,-5.9,21,85,0,60,-1.0,False,Winter
2017-01-17,1,0,-5.8,23,84,0,60,-1.0,False,Winter
2017-01-17,2,0,-6.2,22,83,0,60,-1.0,False,Winter
2017-01-17,3,0,-5.9,23,84,0,60,-1.0,False,Winter
2017-01-17,4,0,-5.8,24,82,0,60,-1.0,False,Winter
2017-01-17,5,0,-5.9,24,84,0,60,-1.0,False,Winter
2017-01-17,6,0,-5.6,24,90,0,60,-1.0,False,Winter
2017-01-17,7,1,-5.2,25,89,0,60,-1.0,False,Winter
2017-01-17,8,1,-5.7,24,88,0,60,-1.0,False,Winter
2017-01-17,9,1,-5.0,23,89,0,60,-1.0,False,Winter
2017-01-17,10,1,4.2,24,88,0,60,1.0,True,Winter
2017-01-17,11,1,60.0,26,86,217,50,1.0,False,Winter
2017-01-17,12,1,51.9,27,86,327,60,1.0,False,Winter
2017-01-17,13,1,48.3,27,85,276,60,1.0,False,Winter
2017-01-17,14,1,34.5,27,91,247,60,1.0,False,Winter
2017-01-17,15,1,8.3,27,90,32,60,1.0,False,Winter
2017-01-17,16,1,-1.4,27,90,0,60,-1.0,True,Winter
2017-01-17,17,0,-6.5,27,90,0,60,-1.0,False,Winter
